ID	post_author	post_date	post_date_gmt	post_content	post_title	post_excerpt	post_status	comment_status	ping_status	post_password	post_name	to_ping	pinged	post_modified	post_modified_gmt	post_content_filtered	post_parent	guid	menu_order	post_type	post_mime_type	comment_count
51	1	2019-11-28 21:45:01	2019-11-28 21:45:01		18424227_1357912160956976_5708898215869608711_n		inherit	open	closed		18424227_1357912160956976_5708898215869608711_n			2019-11-28 21:45:01	2019-11-28 21:45:01		5	http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n.jpg	0	attachment	image/jpeg	0
52	1	2019-11-28 21:53:36	2019-11-28 21:53:36	<p><!-- wp:group {"align":"wide"} --></p>\n<p><!-- wp:heading {"align":"center","textColor":"accent"} --></p>\n<h2>”Y será predicado el evangelio del Reino a todas las naciones y entonces será el fin. Mateo 24:14”</h2>\n<p><!-- /wp:heading --></p>\n<p><!-- /wp:group --><!-- wp:paragraph {"dropCap":true} --></p>\n<p>Dios, en su gran amor y misericordia, nos ha mostrado la grandeza de su bondad en el tiempo postrero. Hoy es tiempo del Testimonio, de liberar de la opresión, y de proclamar las buenas nuevas.</p>\n<p>En estos tiempos de los últimos días, como fue profetizado por la Unción del Espíritu Santo, el Gran Avivamiento ya está aquí.</p>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n-300x169.jpg" alt="" width="300" height="169" /></p>\n<center>\n<h2>El tiempo del cumplimiento de Mateo 24:14 ha llegado...</h2>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Amor-infinito-4-no-borders.png" alt="" width="104" height="122" /></p>\n<p>En este cumplimiento la <strong>Iglesia Cristiana Internacional e Inter-denominacional "Príncipe de Paz"</strong> abre sus puertas y su nuevo sitio web.</p>\n<p>El tiempo de trabajar por amor a Cristo llegó, pues empezando en 2017, con menos de 20 personas, y con el apoyo y dependencia de otra iglesia de Estados Unidos, para 2019, a causa de recursos extraordinarios, pudimos realizar el inicio de construcciones de Templos en Venezuela y en Kenya, y en menos de dos años tenemos un ministerio con presencia en México, Venezuela, Kenia, Uganda y Pakistán.</p>\n<p><!-- /wp:paragraph --><!-- wp:paragraph --></p>\n<p><!-- /wp:paragraph --><!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} --></p>\n<p><!-- wp:group --></p>\n<p><!-- wp:heading {"align":"center"} --></p>\n<h2>Tenemos gran necesidad de ofrenda por la fundación del ministerio</h2>\n<p><!-- /wp:heading --><!-- wp:paragraph {"align":"center"} --></p>\n<p>Únete a los fundadores de la iglesia al dar tu ofrenda a este ministerio, y forma parte de los libros eternos y trascendentales por causa de tu ofrenda. </p>\n<p><!-- /wp:paragraph --><!-- wp:button {"align":"center"} --></p>\n<a href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Ofrendar</a>\n<p><!-- /wp:button --></p>\n<p><!-- /wp:group --></p>\n<p><!-- /wp:group --><!-- wp:gallery {"ids":[39,38],"align":"wide"} --></p>\n<figure>\n<figure></figure>\n</figure>\n<p><!-- /wp:gallery --></p>	Es el tiempo del Gran Testimonio		inherit	closed	closed		5-revision-v1			2019-11-28 21:53:36	2019-11-28 21:53:36		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
53	1	2019-11-28 21:55:48	2019-11-28 21:55:48	<p><!-- wp:group {"align":"wide"} --></p>\n<p><!-- wp:heading {"align":"center","textColor":"accent"} --></p>\n<h2>”Y será predicado el evangelio del Reino a todas las naciones y entonces será el fin. Mateo 24:14”</h2>\n<p><!-- /wp:heading --></p>\n<p><!-- /wp:group --><!-- wp:paragraph {"dropCap":true} --></p>\n<p>Dios, en su gran amor y misericordia, nos ha mostrado la grandeza de su bondad en el tiempo postrero. Hoy es tiempo del Testimonio, de liberar de la opresión, y de proclamar las buenas nuevas.</p>\n<p>En estos tiempos de los últimos días, como fue profetizado por la Unción del Espíritu Santo, el Gran Avivamiento ya está aquí.</p>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n-300x169.jpg" alt="" width="300" height="169" /></p>\n<center>\n<h2>El tiempo del cumplimiento de Mateo 24:14 ha llegado...</h2>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Amor-infinito-4-no-borders.png" alt="" width="104" height="122" /></p>\n<p>En este cumplimiento la <strong>Iglesia Cristiana Internacional e Inter-denominacional "Príncipe de Paz"</strong> abre sus puertas y su nuevo sitio web.</p>\n<p>El tiempo de trabajar por amor a Cristo llegó, pues empezando en 2017, con menos de 20 personas, y con el apoyo y dependencia de otra iglesia de Estados Unidos, para 2019, a causa de recursos extraordinarios, pudimos realizar el inicio de construcciones de Templos en Venezuela y en Kenya, y en menos de dos años tenemos un ministerio con presencia en México, Venezuela, Kenia, Uganda y Pakistán.</p>\n<p><!-- /wp:paragraph --><!-- wp:paragraph --></p>\n<p><!-- /wp:paragraph --><!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} --></p>\n<p><!-- wp:group --></p>\n<p><!-- wp:heading {"align":"center"} --></p>\n<h2>Tenemos gran necesidad de ofrenda por la fundación del ministerio</h2>\n<p><!-- /wp:heading --><!-- wp:paragraph {"align":"center"} --></p>\n<p>Únete a los fundadores de la iglesia al dar tu ofrenda a este ministerio, y formar parte de los libros eternos y trascendentales por causa de tu ofrenda. </p>\n<p><!-- /wp:paragraph --><!-- wp:button {"align":"center"} --></p>\n<a href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Ofrendar</a>\n<p><!-- /wp:button --></p>\n<p><!-- /wp:group --></p>\n<p><!-- /wp:group --><!-- wp:gallery {"ids":[39,38],"align":"wide"} --></p>\n<figure>\n<figure></figure>\n</figure>\n<p><!-- /wp:gallery --></p>	Es el tiempo del Gran Testimonio		inherit	closed	closed		5-revision-v1			2019-11-28 21:55:48	2019-11-28 21:55:48		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
54	1	2019-11-28 22:00:17	2019-11-28 22:00:17		Gran Testimonio		inherit	open	closed		gran-testimonio-3			2019-11-28 22:00:17	2019-11-28 22:00:17		0	http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Gran-Testimonio-2.png	0	attachment	image/png	0
55	1	2019-11-28 22:01:14	2019-11-28 22:01:14	<p></p>\n\n<!-- wp:group {"align":"wide"} -->\n<div class="wp-block-group alignwide"><div class="wp-block-group__inner-container"><!-- wp:heading {"align":"center","textColor":"accent"} -->\n</p>\n<h2>”Y será predicado el evangelio del Reino a todas las naciones y entonces será el fin. Mateo 24:14”</h2>\n<p>\n<!-- /wp:heading --></div></div>\n<!-- /wp:group -->\n\n<!-- wp:paragraph {"dropCap":true} -->\n</p>\n<p>Dios, en su gran amor y misericordia, nos ha mostrado la grandeza de su bondad en el tiempo postrero. Hoy es tiempo del Testimonio, de liberar de la opresión, y de proclamar las buenas nuevas.</p>\n<p>En estos tiempos de los últimos días, como fue profetizado por la Unción del Espíritu Santo, el Gran Avivamiento ya está aquí.</p>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n-300x169.jpg" alt="" width="300" height="169" /></p>\n<center>\n<h2>El tiempo del cumplimiento de Mateo 24:14 ha llegado...</h2>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Amor-infinito-4-no-borders.png" alt="" width="104" height="122" /></p>\n<p>En este cumplimiento la <strong>Iglesia Cristiana Internacional e Inter-denominacional "Príncipe de Paz"</strong> abre sus puertas y su nuevo sitio web.</p>\n<p>El tiempo de trabajar por amor a Cristo llegó, pues empezando en 2017, con menos de 20 personas, y con el apoyo y dependencia de otra iglesia de Estados Unidos, para 2019, a causa de recursos extraordinarios, pudimos realizar el inicio de construcciones de Templos en Venezuela y en Kenya, y en menos de dos años tenemos un ministerio con presencia en México, Venezuela, Kenia, Uganda y Pakistán.</p>\n<p>\n<!-- /wp:paragraph -->\n\n<!-- wp:paragraph -->\n</p>\n<p>\n<!-- /wp:paragraph -->\n\n<!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} -->\n<div class="wp-block-group alignwide has-background" style="background-color:#ffffff"><div class="wp-block-group__inner-container"><!-- wp:group -->\n<div class="wp-block-group"><div class="wp-block-group__inner-container"><!-- wp:heading {"align":"center"} -->\n</p>\n<h2>Tenemos gran necesidad de ofrenda por la fundación del ministerio</h2>\n<p>\n<!-- /wp:heading -->\n\n<!-- wp:paragraph {"align":"center"} -->\n</p>\n<p>Únete a los fundadores de la iglesia al dar tu ofrenda a este ministerio, y formar parte de los libros eternos y trascendentales por causa de tu ofrenda. </p>\n<p>\n<!-- /wp:paragraph -->\n\n<!-- wp:button {"align":"center"} -->\n</p>\n<a href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Ofrendar</a>\n<p>\n<!-- /wp:button --></div></div>\n<!-- /wp:group --></div></div>\n<!-- /wp:group -->\n\n<!-- wp:gallery {"ids":[39,38],"align":"wide"} -->\n</p>\n<figure>\n<figure></figure>\n</figure>\n<p>\n<!-- /wp:gallery -->\n\n<p></p>	Es el tiempo del Gran Testimonio		inherit	closed	closed		5-revision-v1			2019-11-28 22:01:14	2019-11-28 22:01:14		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
56	1	2019-11-28 22:04:01	2019-11-28 22:04:01	\n\n<!-- wp:group {"align":"wide"} -->\n<div class="wp-block-group alignwide"><div class="wp-block-group__inner-container"><!-- wp:heading {"align":"center","textColor":"accent"} -->\n</p>\n<h2>”Y será predicado el evangelio del Reino a todas las naciones y entonces será el fin. Mateo 24:14”</h2>\n<p>\n<!-- /wp:heading --></div></div>\n<!-- /wp:group -->\n\n<!-- wp:paragraph {"dropCap":true} -->\n</p>\n<p>Dios, en su gran amor y misericordia, nos ha mostrado la grandeza de su bondad en el tiempo postrero. Hoy es tiempo del Testimonio, de liberar de la opresión, y de proclamar las buenas nuevas.</p>\n<p>En estos tiempos de los últimos días, como fue profetizado por la Unción del Espíritu Santo, el Gran Avivamiento ya está aquí.</p>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n-300x169.jpg" alt="" width="300" height="169" /></p>\n<center>\n<h2>El tiempo del cumplimiento de Mateo 24:14 ha llegado...</h2>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Amor-infinito-4-no-borders.png" alt="" width="104" height="122" /></p>\n<p>En este cumplimiento la <strong>Iglesia Cristiana Internacional e Inter-denominacional "Príncipe de Paz"</strong> abre sus puertas y su nuevo sitio web.</p>\n<p>El tiempo de trabajar por amor a Cristo llegó, pues empezando en 2017, con menos de 20 personas, y con el apoyo y dependencia de otra iglesia de Estados Unidos, para 2019, a causa de recursos extraordinarios, pudimos realizar el inicio de construcciones de Templos en Venezuela y en Kenya, y en menos de dos años tenemos un ministerio con presencia en México, Venezuela, Kenia, Uganda y Pakistán.</p>\n<p>\n<!-- /wp:paragraph -->\n\n<!-- wp:paragraph -->\n</p>\n<p>\n<!-- /wp:paragraph -->\n\n<!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} -->\n<div class="wp-block-group alignwide has-background" style="background-color:#ffffff"><div class="wp-block-group__inner-container"><!-- wp:group -->\n<div class="wp-block-group"><div class="wp-block-group__inner-container"><!-- wp:heading {"align":"center"} -->\n</p>\n<h2>Tenemos gran necesidad de ofrenda por la fundación del ministerio</h2>\n<p>\n<!-- /wp:heading -->\n\n<!-- wp:paragraph {"align":"center"} -->\n</p>\n<p>Únete a los fundadores de la iglesia al dar tu ofrenda a este ministerio, y formar parte de los libros eternos y trascendentales por causa de tu ofrenda. </p>\n<p>\n<!-- /wp:paragraph -->\n\n<!-- wp:button {"align":"center"} -->\n</p>\n<a href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Ofrendar</a>\n<p>\n<!-- /wp:button --></div></div>\n<!-- /wp:group --></div></div>\n<!-- /wp:group -->\n\n<!-- wp:gallery {"ids":[39,38],"align":"wide"} -->\n</p>\n<figure>\n<figure></figure>\n</figure>\n<p>\n<!-- /wp:gallery -->\n\n<p></p>	Es el tiempo del Gran Testimonio		inherit	closed	closed		5-revision-v1			2019-11-28 22:04:01	2019-11-28 22:04:01		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
58	1	2019-11-28 22:10:53	2019-11-28 22:10:53	<p><!-- wp:group {"align":"wide"} --></p>\n<p><!-- wp:heading {"align":"center","textColor":"accent"} --></p>\n<h2>”Y será predicado el evangelio del Reino a todas las naciones y entonces será el fin. Mateo 24:14”</h2>\n<p><!-- /wp:heading --></p>\n<p><!-- /wp:group --><!-- wp:paragraph {"dropCap":true} --></p>\n<p>Dios, en su gran amor y misericordia, nos ha mostrado la grandeza de su bondad en el tiempo postrero. Hoy es tiempo del Testimonio, de liberar de la opresión, y de proclamar las buenas nuevas.</p>\n<p>En estos tiempos de los últimos días, como fue profetizado por la Unción del Espíritu Santo, el Gran Avivamiento ya está aquí.</p>\n<center>\n<p>¡Es tiempo de ser luz, es tiempo de proclamar el evangelio a toda criatura!</p>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n-300x169.jpg" alt="" width="300" height="169" /></p>\n<center>\n<h2>El tiempo del cumplimiento de Mateo 24:14 ha llegado...</h2>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Amor-infinito-4-no-borders.png" alt="" width="104" height="122" /></p>\n<h4>En este cumplimiento la <strong>Iglesia Cristiana Internacional e Inter-denominacional "Príncipe de Paz"</strong> abre sus puertas y su nuevo sitio web.</h4>\n<p>El tiempo de trabajar por amor a Cristo llegó, pues empezando en 2017, con menos de 20 personas, y con el apoyo y dependencia de otra iglesia de Estados Unidos, para 2019, a causa de recursos extraordinarios, pudimos realizar el inicio de construcciones de Templos en Venezuela y en Kenya, y en menos de dos años tenemos un ministerio con presencia en México, Venezuela, Kenia, Uganda y Pakistán.</p>\n<p><!-- /wp:paragraph --><!-- wp:paragraph --></p>\n<p><!-- /wp:paragraph --><!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} --></p>\n<p><!-- wp:group --></p>\n<p><!-- wp:heading {"align":"center"} --></p>\n<h2>Tenemos gran necesidad de ofrenda por la fundación del ministerio</h2>\n<p><!-- /wp:heading --><!-- wp:paragraph {"align":"center"} --></p>\n<p>Únete a los fundadores de la iglesia al dar tu ofrenda a este ministerio, y formar parte de los libros eternos y trascendentales por causa de tu ofrenda.</p>\n<p><!-- /wp:paragraph --><!-- wp:button {"align":"center"} --></p>\n<a href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Ofrendar</a>\n<p><!-- /wp:button --></p>\n<p><!-- /wp:group --></p>\n<p><!-- /wp:group --><!-- wp:gallery {"ids":[39,38],"align":"wide"} --></p>\n<figure>\n<figure></figure>\n</figure>\n<p><!-- /wp:gallery --></p>	Es el tiempo del Gran Testimonio		inherit	closed	closed		5-revision-v1			2019-11-28 22:10:53	2019-11-28 22:10:53		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
59	1	2019-11-28 22:11:34	2019-11-28 22:11:34	<p><!-- wp:group {"align":"wide"} --></p>\n<p><!-- wp:heading {"align":"center","textColor":"accent"} --></p>\n<h2>”Y será predicado el evangelio del Reino a todas las naciones y entonces será el fin. Mateo 24:14”</h2>\n<p><!-- /wp:heading --></p>\n<p><!-- /wp:group -->\n<!-- wp:paragraph {"dropCap":true} --></p>\n<p>Dios, en su gran amor y misericordia, nos ha mostrado la grandeza de su bondad en el tiempo postrero. Hoy es tiempo del Testimonio, de liberar de la opresión, y de proclamar las buenas nuevas.</p>\n<p>En estos tiempos de los últimos días, como fue profetizado por la Unción del Espíritu Santo, el Gran Avivamiento ya está aquí.</p>\n<center>\n<p>¡Es tiempo de ser luz, es tiempo de proclamar el evangelio a toda criatura!</p>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n-300x169.jpg" alt="" width="300" height="169" /></p>\n<center>\n<h2>El tiempo del cumplimiento de Mateo 24:14 ha llegado...</h2>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Amor-infinito-4-no-borders.png" alt="" width="104" height="122" /></p>\n<center>\n<h4>En este cumplimiento la <strong>Iglesia Cristiana Internacional e Inter-denominacional "Príncipe de Paz"</strong> abre sus puertas y su nuevo sitio web.</h4></center>\n<p>El tiempo de trabajar por amor a Cristo llegó, pues empezando en 2017, con menos de 20 personas, y con el apoyo y dependencia de otra iglesia de Estados Unidos, para 2019, a causa de recursos extraordinarios, pudimos realizar el inicio de construcciones de Templos en Venezuela y en Kenya, y en menos de dos años tenemos un ministerio con presencia en México, Venezuela, Kenia, Uganda y Pakistán.</p>\n<p><!-- /wp:paragraph -->\n<!-- wp:paragraph --></p>\n<p><!-- /wp:paragraph -->\n<!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} --></p>\n<p><!-- wp:group --></p>\n<p><!-- wp:heading {"align":"center"} --></p>\n<h2>Tenemos gran necesidad de ofrenda por la fundación del ministerio</h2>\n<p><!-- /wp:heading -->\n<!-- wp:paragraph {"align":"center"} --></p>\n<p>Únete a los fundadores de la iglesia al dar tu ofrenda a este ministerio, y formar parte de los libros eternos y trascendentales por causa de tu ofrenda.</p>\n<p><!-- /wp:paragraph -->\n<!-- wp:button {"align":"center"} --></p>\n<a href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Ofrendar</a>\n<p><!-- /wp:button --></p>\n<p><!-- /wp:group --></p>\n<p><!-- /wp:group -->\n<!-- wp:gallery {"ids":[39,38],"align":"wide"} --></p>\n<figure>\n<figure></figure>\n</figure>\n<p><!-- /wp:gallery --></p>	Es el tiempo del Gran Testimonio		inherit	closed	closed		5-revision-v1			2019-11-28 22:11:34	2019-11-28 22:11:34		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
60	1	2019-11-28 22:14:45	2019-11-28 22:14:45	<p><!-- wp:group {"align":"wide"} --></p>\n<p><!-- wp:heading {"align":"center","textColor":"accent"} --></p>\n<h2>”Y será predicado el evangelio del Reino a todas las naciones y entonces será el fin. Mateo 24:14”</h2>\n<p><!-- /wp:heading --></p>\n<p><!-- /wp:group --><!-- wp:paragraph {"dropCap":true} --></p>\n<p>Dios, en su gran amor y misericordia, nos ha mostrado la grandeza de su bondad en el tiempo postrero. Hoy es tiempo del Testimonio, de liberar de la opresión, y de proclamar las buenas nuevas. Desde el Espíritu Santo es que se da el Testimonio. El Testimonio presente, el Testimonio postrero. El Gran Testimonio de la Vida Eterna, de la Vida en comunión con Jesús.</p>\n<p>En estos tiempos de los últimos días, como fue profetizado por la Unción del Espíritu Santo, el Gran Avivamiento ya está aquí.</p>\n<center>\n<p>¡Es tiempo de ser luz, es tiempo de proclamar el evangelio a toda criatura!</p>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n-300x169.jpg" alt="" width="300" height="169" /></p>\n<center>\n<h2>El tiempo del cumplimiento de Mateo 24:14 ha llegado...</h2>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Amor-infinito-4-no-borders.png" alt="" width="104" height="122" /></p>\n<center>\n<h4>En este cumplimiento la <strong>Iglesia Cristiana Internacional e Inter-denominacional "Príncipe de Paz"</strong> abre sus puertas y su nuevo sitio web.</h4>\n</center>\n<p>El tiempo de trabajar por amor a Cristo llegó, pues empezando en 2017, con menos de 20 personas, y con el apoyo y dependencia de otra iglesia de Estados Unidos, para 2019, a causa de recursos extraordinarios, pudimos realizar el inicio de construcciones de Templos en Venezuela y en Kenya, y en menos de dos años tenemos un ministerio con presencia en México, Venezuela, Kenia, Uganda y Pakistán.</p>\n<p><!-- /wp:paragraph --><!-- wp:paragraph --></p>\n<p><!-- /wp:paragraph --><!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} --></p>\n<p><!-- wp:group --></p>\n<p><!-- wp:heading {"align":"center"} --></p>\n<h2>Tenemos gran necesidad de ofrenda por la fundación del ministerio</h2>\n<p><!-- /wp:heading --><!-- wp:paragraph {"align":"center"} --></p>\n<p>Únete a los fundadores de la iglesia al dar tu ofrenda a este ministerio, y formar parte de los libros eternos y trascendentales por causa de tu ofrenda.</p>\n<p><!-- /wp:paragraph --><!-- wp:button {"align":"center"} --></p>\n<a href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Ofrendar</a>\n<p><!-- /wp:button --></p>\n<p><!-- /wp:group --></p>\n<p><!-- /wp:group --><!-- wp:gallery {"ids":[39,38],"align":"wide"} --></p>\n<figure>\n<figure></figure>\n</figure>\n<p><!-- /wp:gallery --></p>\t\t\n\t\t\t<figure><img width="501" height="336" src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/El-amor-no-pierde-la-fe.png" alt="" srcset="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/El-amor-no-pierde-la-fe.png 501w, http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/El-amor-no-pierde-la-fe-300x201.png 300w" sizes="(max-width: 501px) 100vw, 501px" /></figure><h3>Mensaje del día</h3><p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut elit tellus, luctus nec ullamcorper mattis, pulvinar dapibus leo.</p>	Es el tiempo del Gran Testimonio		inherit	closed	closed		5-revision-v1			2019-11-28 22:14:45	2019-11-28 22:14:45		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
61	1	2019-11-28 22:15:58	2019-11-28 22:15:58	<p><!-- wp:group {"align":"wide"} --></p>\n<p><!-- wp:heading {"align":"center","textColor":"accent"} --></p>\n<h2>”Y será predicado el evangelio del Reino a todas las naciones y entonces será el fin. Mateo 24:14”</h2>\n<p><!-- /wp:heading --></p>\n<p><!-- /wp:group --><!-- wp:paragraph {"dropCap":true} --></p>\n<p>Dios, en su gran amor y misericordia, nos ha mostrado la grandeza de su bondad en el tiempo postrero. Hoy es tiempo del Testimonio, de liberar de la opresión, y de proclamar las buenas nuevas. Desde el Espíritu Santo es que se da el Testimonio. El Testimonio presente, el Testimonio postrero. El Gran Testimonio de la Vida Eterna, de la Vida en comunión con Jesús.</p>\n<p>En estos tiempos de los últimos días, como fue profetizado por la Unción del Espíritu Santo, el Gran Avivamiento ya está aquí.</p>\n<center>\n<p>¡Es tiempo de ser luz, es tiempo de proclamar el evangelio a toda criatura!</p>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/18424227_1357912160956976_5708898215869608711_n-300x169.jpg" alt="" width="300" height="169" /></p>\n<center>\n<h2>El tiempo del cumplimiento de Mateo 24:14 ha llegado...</h2>\n</center>\n<p><img src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/Amor-infinito-4-no-borders.png" alt="" width="104" height="122" /></p>\n<center>\n<h4>En este cumplimiento la <strong>Iglesia Cristiana Internacional e Inter-denominacional "Príncipe de Paz"</strong> abre sus puertas y su nuevo sitio web.</h4>\n</center>\n<p>El tiempo de trabajar por amor a Cristo llegó, pues empezando en 2017, con menos de 20 personas, y con el apoyo y dependencia de otra iglesia de Estados Unidos, para 2019, a causa de recursos extraordinarios, pudimos realizar el inicio de construcciones de Templos en Venezuela y en Kenya, y en menos de dos años tenemos un ministerio con presencia en México, Venezuela, Kenia, Uganda y Pakistán.</p>\n<p><!-- /wp:paragraph --><!-- wp:paragraph --></p>\n<p><!-- /wp:paragraph --><!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} --></p>\n<p><!-- wp:group --></p>\n<p><!-- wp:heading {"align":"center"} --></p>\n<h2>Tenemos gran necesidad de ofrenda por la fundación del ministerio</h2>\n<p><!-- /wp:heading --><!-- wp:paragraph {"align":"center"} --></p>\n<p>Únete a los fundadores de la iglesia al dar tu ofrenda a este ministerio, y formar parte de los libros eternos y trascendentales por causa de tu ofrenda.</p>\n<p><!-- /wp:paragraph --><!-- wp:button {"align":"center"} --></p>\n<a href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Ofrendar</a>\n<p><!-- /wp:button --></p>\n<p><!-- /wp:group --></p>\n<p><!-- /wp:group --><!-- wp:gallery {"ids":[39,38],"align":"wide"} --></p>\n<figure>\n<figure></figure>\n</figure>\n<p><!-- /wp:gallery --></p>\t\t\n\t\t\t<figure><img width="501" height="336" src="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/El-amor-no-pierde-la-fe.png" alt="" srcset="http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/El-amor-no-pierde-la-fe.png 501w, http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/El-amor-no-pierde-la-fe-300x201.png 300w" sizes="(max-width: 501px) 100vw, 501px" /></figure><h3>Versículo del día</h3><p>El amor nunca se da por vencido, jamás pierde la fe, siempre tiene esperanzas y se mantiene firme en toda circunstancia.<br>1 Corintios 13:7</p>	Es el tiempo del Gran Testimonio		inherit	closed	closed		5-revision-v1			2019-11-28 22:15:58	2019-11-28 22:15:58		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
